BILLING_DOC,GPART,CONTRACT_ACCOUNT,PLAN_TYPE,BILLING_PERIOD,USAGE_UNITS,INVOICE_AMOUNT,CURRENCY,PAYMENT_STATUS,DUNNING_LEVEL,DUE_DATE
BILLDOC509228,BP100359,CA200358,BASIC,2024-02,126.7,562.35,INR,PAID,0,2024-02-22
BILLDOC509229,BP100359,CA200358,BASIC,2024-03,123.47,560.74,INR,OVERDUE,0,2024-03-22
BILLDOC509230,BP100359,CA200358,BASIC,2024-04,98.4,548.2,INR,PAID,0,2024-04-22
BILLDOC509231,BP100359,CA200358,BASIC,2024-05,68.65,533.32,INR,PAID,0,2024-05-22
BILLDOC509232,BP100359,CA200358,BASIC,2024-06,75.03,2240.52,INR,PAID,0,2024-06-22
BILLDOC509233,BP100359,CA200358,BASIC,2024-07,106.82,552.41,INR,PAID,0,2024-07-22
BILLDOC509234,BP100359,CA200358,BASIC,2024-08,108.56,553.28,INR,PAID,0,2024-08-22
BILLDOC509235,BP100359,CA200358,BASIC,2024-09,72.53,3307.99,INR,PAID,0,2024-09-22
BILLDOC509236,BP100359,CA200358,BASIC,2024-10,101.11,549.56,INR,PAID,0,2024-10-22
BILLDOC509237,BP100359,CA200358,BASIC,2024-11,115.78,556.89,INR,OVERDUE,0,2024-11-22
BILLDOC509238,BP100359,CA200358,BASIC,2024-12,71.22,534.61,INR,PAID,0,2024-12-22
BILLDOC509239,BP100359,CA200358,BASIC,2025-01,127.62,562.81,INR,PAID,0,2025-01-22
BILLDOC509240,BP100359,CA200358,BASIC,2025-01,127.62,562.81,INR,PAID,0,2025-01-22
BILLDOC509241,BP100359,CA200358,BASIC,2025-02,90.56,1.31,INR,PAID,0,2025-02-22
BILLDOC509242,BP100359,CA200358,BASIC,2025-03,131.44,564.72,INR,OVERDUE,1,2025-03-22
BILLDOC509243,BP100359,CA200358,BASIC,2025-04,86.66,542.33,INR,PAID,0,2025-04-22
BILLDOC509244,BP100359,CA200358,BASIC,2025-05,74.33,536.17,INR,OPEN,0,2025-05-22
BILLDOC509245,BP100359,CA200358,BASIC,2025-06,88.55,543.27,INR,OPEN,0,2025-06-22
BILLDOC509246,BP100359,CA200358,BASIC,2025-07,97.62,547.81,INR,PAID,0,2025-07-22
BILLDOC509247,BP100359,CA200358,BASIC,2025-08,90.29,544.14,INR,PAID,0,2025-08-22
BILLDOC509248,BP100359,CA200358,BASIC,2025-09,94.6,546.3,INR,OPEN,0,2025-09-22
BILLDOC509249,BP100359,CA200358,BASIC,2025-10,108.35,553.17,INR,OVERDUE,3,2025-10-22
BILLDOC509250,BP100359,CA200358,BASIC,2025-11,95.72,546.86,INR,PAID,0,2025-11-22
BILLDOC509251,BP100359,CA200358,BASIC,2025-12,98.35,548.17,INR,PAID,0,2025-12-22
BILLDOC509252,BP100359,CA200358,BASIC,2026-01,57.27,527.63,INR,OVERDUE,0,2026-01-22
BILLDOC509253,BP100359,CA200358,BASIC,2026-02,109.79,553.9,INR,PAID,0,2026-02-22
BILLDOC509254,BP100359,CA200358,BASIC,2026-03,97.77,547.88,INR,PAID,0,2026-03-22
BILLDOC509255,BP100359,CA200358,BASIC,2026-04,140.26,569.13,INR,PAID,0,2026-04-22
BILLDOC509256,BP100359,CA200358,BASIC,2026-05,76.51,537.26,INR,PAID,0,2026-05-22
BILLDOC509257,BP100359,CA200358,BASIC,2026-06,54.79,2.81,INR,PAID,0,2026-06-22
BILLDOC509258,BP100360,CA200359,PREMIUM,2024-05,115.45,4137.54,INR,PAID,0,2024-05-22
BILLDOC509259,BP100360,CA200359,PREMIUM,2024-06,108.66,4129.4,INR,PAID,0,2024-06-22
BILLDOC509260,BP100360,CA200359,PREMIUM,2024-07,74.79,4088.75,INR,OPEN,0,2024-07-22
BILLDOC509261,BP100360,CA200359,PREMIUM,2024-08,61.76,4073.11,INR,PAID,0,2024-08-22
BILLDOC509262,BP100360,CA200359,PREMIUM,2024-09,138.43,4165.12,INR,OPEN,0,2024-09-22
BILLDOC509263,BP100360,CA200359,PREMIUM,2024-10,135.35,4161.42,INR,PAID,0,2024-10-22
BILLDOC509264,BP100360,CA200359,PREMIUM,2024-11,37.81,4044.38,INR,PAID,0,2024-11-22
BILLDOC509265,BP100360,CA200359,PREMIUM,2024-12,88.54,4105.25,INR,PAID,0,2024-12-22
BILLDOC509266,BP100360,CA200359,PREMIUM,2025-01,141.6,4168.93,INR,PAID,0,2025-01-22
BILLDOC509267,BP100360,CA200359,PREMIUM,2025-02,88.1,4104.72,INR,PAID,0,2025-02-22
BILLDOC509268,BP100360,CA200359,PREMIUM,2025-03,87.73,4104.28,INR,OPEN,0,2025-03-22
BILLDOC509269,BP100360,CA200359,PREMIUM,2025-04,92.93,4110.52,INR,PAID,0,2025-04-22
BILLDOC509270,BP100360,CA200359,PREMIUM,2025-05,71.98,4085.37,INR,PAID,0,2025-05-22
BILLDOC509271,BP100360,CA200359,PREMIUM,2025-06,57.38,4067.86,INR,PAID,0,2025-06-22
BILLDOC509272,BP100360,CA200359,PREMIUM,2025-07,126.31,4150.58,INR,OVERDUE,0,2025-07-22
BILLDOC509273,BP100360,CA200359,PREMIUM,2025-08,53.93,4063.71,INR,PAID,0,2025-08-22
BILLDOC509274,BP100360,CA200359,PREMIUM,2025-09,106.18,4126.42,INR,PAID,0,2025-09-22
BILLDOC509275,BP100360,CA200359,PREMIUM,2025-10,122.16,4145.6,INR,PAID,0,2025-10-22
BILLDOC509276,BP100360,CA200359,PREMIUM,2025-11,63.72,4075.46,INR,PAID,0,2025-11-22
BILLDOC509277,BP100360,CA200359,PREMIUM,2025-12,76.89,4091.27,INR,PAID,0,2025-12-22
BILLDOC509278,BP100360,CA200359,PREMIUM,2026-01,130.33,4155.4,INR,OVERDUE,2,2026-01-22
BILLDOC509279,BP100360,CA200359,PREMIUM,2026-02,113.32,4134.99,INR,PAID,0,2026-02-22
BILLDOC509280,BP100360,CA200359,PREMIUM,2026-03,84.57,4100.48,INR,PAID,0,2026-03-22
BILLDOC509281,BP100360,CA200359,PREMIUM,2026-04,130.06,4155.07,INR,PAID,0,2026-04-22
BILLDOC509282,BP100360,CA200359,PREMIUM,2026-05,130.16,4155.2,INR,PAID,0,2026-05-22
BILLDOC509283,BP100360,CA200359,PREMIUM,2026-06,106.73,4127.07,INR,PAID,0,2026-06-22
BILLDOC509284,BP100361,CA200360,BASIC,2024-03,77.5,537.75,INR,PAID,0,2024-03-22
BILLDOC509285,BP100361,CA200360,BASIC,2024-04,89.66,543.83,INR,PAID,0,2024-04-22
BILLDOC509286,BP100361,CA200360,BASIC,2024-05,107.16,552.58,INR,PAID,0,2024-05-22
BILLDOC509287,BP100361,CA200360,BASIC,2024-06,95.29,546.64,INR,PAID,0,2024-06-22
BILLDOC509288,BP100361,CA200360,BASIC,2024-07,123.47,560.74,INR,PAID,0,2024-07-22
BILLDOC509289,BP100361,CA200360,BASIC,2024-08,61.76,529.88,INR,PAID,0,2024-08-22
BILLDOC509290,BP100361,CA200360,BASIC,2024-09,62.64,530.32,INR,PAID,0,2024-09-22
BILLDOC509291,BP100361,CA200360,BASIC,2024-10,104.52,551.26,INR,OVERDUE,0,2024-10-22
BILLDOC509292,BP100361,CA200360,BASIC,2024-11,87.71,542.86,INR,OVERDUE,2,2024-11-22
BILLDOC509293,BP100361,CA200360,BASIC,2024-12,84.32,541.16,INR,PAID,0,2024-12-22
BILLDOC509294,BP100361,CA200360,BASIC,2025-01,55.8,526.9,INR,PAID,0,2025-01-22
BILLDOC509295,BP100361,CA200360,BASIC,2025-02,100.49,549.24,INR,PAID,0,2025-02-22
BILLDOC509296,BP100361,CA200360,BASIC,2025-03,98.68,548.34,INR,PAID,0,2025-03-22
BILLDOC509297,BP100361,CA200360,BASIC,2025-04,116.34,557.17,INR,OPEN,0,2025-04-22
BILLDOC509298,BP100361,CA200360,BASIC,2025-05,101.72,549.86,INR,PAID,0,2025-05-22
BILLDOC509299,BP100361,CA200360,BASIC,2025-06,96.68,547.34,INR,PAID,0,2025-06-22
BILLDOC509300,BP100361,CA200360,BASIC,2025-07,129.43,563.71,INR,OVERDUE,1,2025-07-22
BILLDOC509301,BP100361,CA200360,BASIC,2025-08,67.19,532.59,INR,PAID,0,2025-08-22
BILLDOC509302,BP100361,CA200360,BASIC,2025-09,113.41,555.7,INR,PAID,0,2025-09-22
BILLDOC509303,BP100361,CA200360,BASIC,2025-10,58.22,528.11,INR,PAID,0,2025-10-22
BILLDOC509304,BP100361,CA200360,BASIC,2025-11,79.04,538.52,INR,PAID,0,2025-11-22
BILLDOC509305,BP100361,CA200360,BASIC,2025-12,69.68,533.84,INR,PAID,0,2025-12-22
BILLDOC509306,BP100361,CA200360,BASIC,2026-01,119.55,3670.9,INR,PAID,0,2026-01-22
BILLDOC509307,BP100361,CA200360,BASIC,2026-02,98.36,548.18,INR,PAID,0,2026-02-22
BILLDOC509308,BP100361,CA200360,BASIC,2026-03,99.66,548.83,INR,PAID,0,2026-03-22
BILLDOC509309,BP100361,CA200360,BASIC,2026-04,72.33,535.17,INR,OPEN,0,2026-04-22
BILLDOC509310,BP100361,CA200360,BASIC,2026-05,92.51,545.25,INR,PAID,0,2026-05-22
BILLDOC509311,BP100361,CA200360,BASIC,2026-06,80.91,539.46,INR,OPEN,0,2026-06-22
BILLDOC509312,BP100362,CA200361,ENTERPRISE,2024-01,109.59,10163.38,INR,PAID,0,2024-01-22
BILLDOC509313,BP100362,CA200361,ENTERPRISE,2024-02,75.22,10111.83,INR,PAID,0,2024-02-22
BILLDOC509314,BP100362,CA200361,ENTERPRISE,2024-03,133.24,-2791.59,INR,OVERDUE,1,2024-03-22
BILLDOC509315,BP100362,CA200361,ENTERPRISE,2024-04,58.11,10086.17,INR,PAID,0,2024-04-22
BILLDOC509316,BP100362,CA200361,ENTERPRISE,2024-05,79.84,10118.76,INR,OPEN,0,2024-05-22
BILLDOC509317,BP100362,CA200361,ENTERPRISE,2024-06,141.93,10211.9,INR,PAID,0,2024-06-22
BILLDOC509318,BP100362,CA200361,ENTERPRISE,2024-07,89.12,10132.68,INR,PAID,0,2024-07-22
BILLDOC509319,BP100362,CA200361,ENTERPRISE,2024-08,67.13,10099.69,INR,PAID,0,2024-08-22
BILLDOC509320,BP100362,CA200361,ENTERPRISE,2024-09,105.48,10157.22,INR,PAID,0,2024-09-22
BILLDOC509321,BP100362,CA200361,ENTERPRISE,2024-10,88.12,10131.17,INR,PAID,0,2024-10-22
BILLDOC509322,BP100362,CA200361,ENTERPRISE,2024-11,79.1,10117.65,INR,PAID,0,2024-11-22
BILLDOC509323,BP100362,CA200361,ENTERPRISE,2024-12,72.6,10107.9,INR,PAID,0,2024-12-22
BILLDOC509324,BP100362,CA200361,ENTERPRISE,2025-01,169.21,10252.81,INR,PAID,0,2025-01-22
BILLDOC509325,BP100362,CA200361,ENTERPRISE,2025-02,93.71,10139.57,INR,PAID,0,2025-02-22
BILLDOC509326,BP100362,CA200361,ENTERPRISE,2025-03,51.86,57368.37,INR,PAID,0,2025-03-22
BILLDOC509327,BP100362,CA200361,ENTERPRISE,2025-04,137.34,10205.01,INR,PAID,0,2025-04-22
BILLDOC509328,BP100362,CA200361,ENTERPRISE,2025-05,115.28,10171.92,INR,PAID,0,2025-05-22
BILLDOC509329,BP100362,CA200361,ENTERPRISE,2025-06,80.84,10120.26,INR,PAID,0,2025-06-22
BILLDOC509330,BP100362,CA200361,ENTERPRISE,2025-07,76.67,10114.01,INR,PAID,0,2025-07-22
BILLDOC509331,BP100362,CA200361,ENTERPRISE,2025-08,116.84,10174.26,INR,PAID,0,2025-08-22
BILLDOC509332,BP100362,CA200361,ENTERPRISE,2025-09,93.83,10139.74,INR,PAID,0,2025-09-22
BILLDOC509333,BP100362,CA200361,ENTERPRISE,2025-10,51.85,10076.78,INR,OPEN,0,2025-10-22
BILLDOC509334,BP100362,CA200361,ENTERPRISE,2025-11,144.68,10216.02,INR,PAID,0,2025-11-22
BILLDOC509335,BP100362,CA200361,ENTERPRISE,2025-12,89.15,10132.73,INR,OPEN,0,2025-12-22
BILLDOC509336,BP100362,CA200361,ENTERPRISE,2026-01,137.39,10205.08,INR,OVERDUE,1,2026-01-22
BILLDOC509337,BP100362,CA200361,ENTERPRISE,2026-02,131.96,10196.94,INR,PAID,0,2026-02-22
BILLDOC509338,BP100362,CA200361,ENTERPRISE,2026-03,74.97,10111.46,INR,PAID,0,2026-03-22
BILLDOC509339,BP100362,CA200361,ENTERPRISE,2026-04,125.83,10187.74,INR,PAID,0,2026-04-22
BILLDOC509340,BP100362,CA200361,ENTERPRISE,2026-05,83.71,74206.56,INR,OPEN,0,2026-05-22
BILLDOC509341,BP100362,CA200361,ENTERPRISE,2026-06,53.33,10079.0,INR,PAID,0,2026-06-22
BILLDOC509342,BP100363,CA200362,PREMIUM,2024-04,89.39,4106.26,INR,OPEN,0,2024-04-22
BILLDOC509343,BP100363,CA200362,PREMIUM,2024-05,109.94,4130.93,INR,PAID,0,2024-05-22
BILLDOC509344,BP100363,CA200362,PREMIUM,2024-06,88.43,4105.12,INR,OVERDUE,3,2024-06-22
BILLDOC509345,BP100363,CA200362,PREMIUM,2024-07,92.32,4109.79,INR,PAID,0,2024-07-22
BILLDOC509346,BP100363,CA200362,PREMIUM,2024-08,128.59,4153.31,INR,PAID,0,2024-08-22
BILLDOC509347,BP100363,CA200362,PREMIUM,2024-09,102.66,4122.19,INR,PAID,0,2024-09-22
BILLDOC509348,BP100363,CA200362,PREMIUM,2024-10,78.92,4093.7,INR,OVERDUE,2,2024-10-22
BILLDOC509349,BP100363,CA200362,PREMIUM,2024-11,117.55,4140.06,INR,PAID,0,2024-11-22
BILLDOC509350,BP100363,CA200362,PREMIUM,2024-12,104.94,4124.93,INR,OPEN,0,2024-12-22
BILLDOC509351,BP100363,CA200362,PREMIUM,2024-12,104.94,4124.93,INR,OPEN,0,2024-12-22
BILLDOC509352,BP100363,CA200362,PREMIUM,2025-01,36.96,25206.44,INR,PAID,0,2025-01-22
BILLDOC509353,BP100363,CA200362,PREMIUM,2025-02,110.71,4131.85,INR,PAID,0,2025-02-22
BILLDOC509354,BP100363,CA200362,PREMIUM,2025-03,109.8,4130.75,INR,PAID,0,2025-03-22
BILLDOC509355,BP100363,CA200362,PREMIUM,2025-04,100.5,4119.6,INR,PAID,0,2025-04-22
BILLDOC509356,BP100363,CA200362,PREMIUM,2025-05,122.29,4145.75,INR,PAID,0,2025-05-22
BILLDOC509357,BP100363,CA200362,PREMIUM,2025-06,83.19,4098.83,INR,PAID,0,2025-06-22
BILLDOC509358,BP100363,CA200362,PREMIUM,2025-07,108.41,4129.09,INR,PAID,0,2025-07-22
BILLDOC509359,BP100363,CA200362,PREMIUM,2025-08,60.83,4071.99,INR,OPEN,0,2025-08-22
BILLDOC509360,BP100363,CA200362,PREMIUM,2025-09,110.18,4131.21,INR,PAID,0,2025-09-22
BILLDOC509361,BP100363,CA200362,PREMIUM,2025-10,148.83,4177.59,INR,PAID,0,2025-10-22
BILLDOC509362,BP100363,CA200362,PREMIUM,2025-11,75.13,4089.15,INR,PAID,0,2025-11-22
BILLDOC509363,BP100363,CA200362,PREMIUM,2025-12,81.0,4096.21,INR,PAID,0,2025-12-22
BILLDOC509364,BP100363,CA200362,PREMIUM,2026-01,82.25,4097.7,INR,OVERDUE,2,2026-01-22
BILLDOC509365,BP100363,CA200362,PREMIUM,2026-02,103.25,4122.9,INR,PAID,0,2026-02-22
BILLDOC509366,BP100363,CA200362,PREMIUM,2026-03,73.42,4087.11,INR,PAID,0,2026-03-22
BILLDOC509367,BP100363,CA200362,PREMIUM,2026-04,110.53,4131.64,INR,PAID,0,2026-04-22
BILLDOC509368,BP100363,CA200362,PREMIUM,2026-05,121.17,4144.41,INR,PAID,0,2026-05-22
BILLDOC509369,BP100363,CA200362,PREMIUM,2026-06,113.36,4135.03,INR,OVERDUE,1,2026-06-22
BILLDOC509370,BP100364,CA200363,STANDARD,2024-04,55.79,1543.63,INR,PAID,0,2024-04-22
BILLDOC509371,BP100364,CA200363,STANDARD,2024-05,124.88,1598.9,INR,PAID,0,2024-05-22
BILLDOC509372,BP100364,CA200363,STANDARD,2024-06,123.43,1597.75,INR,PAID,0,2024-06-22
BILLDOC509373,BP100364,CA200363,STANDARD,2024-07,120.75,1595.6,INR,PAID,0,2024-07-22
BILLDOC509374,BP100364,CA200363,STANDARD,2024-08,109.32,1586.46,INR,OVERDUE,3,2024-08-22
BILLDOC509375,BP100364,CA200363,STANDARD,2024-09,105.5,1583.4,INR,OPEN,0,2024-09-22
BILLDOC509376,BP100364,CA200363,STANDARD,2024-10,125.81,1599.65,INR,OPEN,0,2024-10-22
BILLDOC509377,BP100364,CA200363,STANDARD,2024-11,148.09,1617.47,INR,PAID,0,2024-11-22
BILLDOC509378,BP100364,CA200363,STANDARD,2024-12,76.17,1559.94,INR,PAID,0,2024-12-22
BILLDOC509379,BP100364,CA200363,STANDARD,2025-01,126.95,1600.56,INR,PAID,0,2025-01-22
BILLDOC509380,BP100364,CA200363,STANDARD,2025-02,97.84,1577.28,INR,PAID,0,2025-02-22
BILLDOC509381,BP100364,CA200363,STANDARD,2025-03,96.76,1576.41,INR,OPEN,0,2025-03-22
BILLDOC509382,BP100364,CA200363,STANDARD,2025-04,61.59,1548.27,INR,OPEN,0,2025-04-22
BILLDOC509383,BP100364,CA200363,STANDARD,2025-05,92.88,1573.3,INR,OPEN,0,2025-05-22
BILLDOC509384,BP100364,CA200363,STANDARD,2025-06,75.07,1559.05,INR,PAID,0,2025-06-22
BILLDOC509385,BP100364,CA200363,STANDARD,2025-07,88.4,1569.72,INR,PAID,0,2025-07-22
BILLDOC509386,BP100364,CA200363,STANDARD,2025-08,72.55,1557.04,INR,PAID,0,2025-08-22
BILLDOC509387,BP100364,CA200363,STANDARD,2025-09,88.78,1570.02,INR,PAID,0,2025-09-22
BILLDOC509388,BP100364,CA200363,STANDARD,2025-10,89.85,1570.88,INR,PAID,0,2025-10-22
BILLDOC509389,BP100364,CA200363,STANDARD,2025-11,102.42,1580.94,INR,OVERDUE,0,2025-11-22
BILLDOC509390,BP100364,CA200363,STANDARD,2025-12,59.63,1546.71,INR,OVERDUE,1,2025-12-22
BILLDOC509391,BP100364,CA200363,STANDARD,2026-01,63.86,1550.09,INR,PAID,0,2026-01-22
BILLDOC509392,BP100364,CA200363,STANDARD,2026-02,109.05,1586.24,INR,PAID,0,2026-02-22
BILLDOC509393,BP100364,CA200363,STANDARD,2026-03,80.06,6710.08,INR,PAID,0,2026-03-22
BILLDOC509394,BP100364,CA200363,STANDARD,2026-04,126.86,1600.49,INR,PAID,0,2026-04-22
BILLDOC509395,BP100364,CA200363,STANDARD,2026-05,105.63,1583.51,INR,PAID,0,2026-05-22
BILLDOC509396,BP100364,CA200363,STANDARD,2026-06,115.17,1591.14,INR,OPEN,0,2026-06-22
BILLDOC509397,BP100365,CA200364,ENTERPRISE,2024-04,135.27,10201.9,INR,PAID,0,2024-04-22
BILLDOC509398,BP100365,CA200364,ENTERPRISE,2024-05,92.26,10137.39,INR,PAID,0,2024-05-22
BILLDOC509399,BP100365,CA200364,ENTERPRISE,2024-06,85.64,10127.46,INR,OPEN,0,2024-06-22
BILLDOC509400,BP100365,CA200364,ENTERPRISE,2024-07,121.79,10181.69,INR,PAID,0,2024-07-22
BILLDOC509401,BP100365,CA200364,ENTERPRISE,2024-08,112.74,10168.11,INR,PAID,0,2024-08-22
BILLDOC509402,BP100365,CA200364,ENTERPRISE,2024-09,95.32,10141.98,INR,PAID,0,2024-09-22
BILLDOC509403,BP100365,CA200364,ENTERPRISE,2024-10,134.79,10201.18,INR,PAID,0,2024-10-22
BILLDOC509404,BP100365,CA200364,ENTERPRISE,2024-11,94.69,10141.04,INR,OVERDUE,0,2024-11-22
BILLDOC509405,BP100365,CA200364,ENTERPRISE,2024-12,100.82,10150.23,INR,PAID,0,2024-12-22
BILLDOC509406,BP100365,CA200364,ENTERPRISE,2025-01,100.53,10149.8,INR,PAID,0,2025-01-22
BILLDOC509407,BP100365,CA200364,ENTERPRISE,2025-02,76.64,10113.95,INR,OVERDUE,1,2025-02-22
BILLDOC509408,BP100365,CA200364,ENTERPRISE,2025-03,101.94,10151.91,INR,PAID,0,2025-03-22
BILLDOC509409,BP100365,CA200364,ENTERPRISE,2025-04,134.92,10201.38,INR,PAID,0,2025-04-22
BILLDOC509410,BP100365,CA200364,ENTERPRISE,2025-05,111.12,10165.69,INR,PAID,0,2025-05-22
BILLDOC509411,BP100365,CA200364,ENTERPRISE,2025-06,100.78,10150.16,INR,PAID,0,2025-06-22
BILLDOC509412,BP100365,CA200364,ENTERPRISE,2025-07,95.96,10142.93,INR,PAID,0,2025-07-22
BILLDOC509413,BP100365,CA200364,ENTERPRISE,2025-08,108.27,10161.41,INR,PAID,0,2025-08-22
BILLDOC509414,BP100365,CA200364,ENTERPRISE,2025-09,118.74,10177.12,INR,OVERDUE,2,2025-09-22
BILLDOC509415,BP100365,CA200364,ENTERPRISE,2025-10,115.23,3.4,INR,PAID,0,2025-10-22
BILLDOC509416,BP100365,CA200364,ENTERPRISE,2025-11,91.7,10136.56,INR,PAID,0,2025-11-22
BILLDOC509417,BP100365,CA200364,ENTERPRISE,2025-12,108.12,10161.18,INR,OPEN,0,2025-12-22
BILLDOC509418,BP100365,CA200364,ENTERPRISE,2026-01,112.0,10167.0,INR,PAID,0,2026-01-22
BILLDOC509419,BP100365,CA200364,ENTERPRISE,2026-02,74.82,10111.23,INR,PAID,0,2026-02-22
BILLDOC509420,BP100365,CA200364,ENTERPRISE,2026-03,104.21,10155.31,INR,OVERDUE,0,2026-03-22
BILLDOC509421,BP100365,CA200364,ENTERPRISE,2026-04,45.97,10067.95,INR,OPEN,0,2026-04-22
BILLDOC509422,BP100365,CA200364,ENTERPRISE,2026-05,112.06,10167.1,INR,PAID,0,2026-05-22
BILLDOC509423,BP100365,CA200364,ENTERPRISE,2026-06,116.51,10173.76,INR,PAID,0,2026-06-22
BILLDOC509424,BP100366,CA200365,BASIC,2024-04,118.69,558.34,INR,PAID,0,2024-04-22
BILLDOC509425,BP100366,CA200365,BASIC,2024-05,90.12,3087.43,INR,PAID,0,2024-05-22
BILLDOC509426,BP100366,CA200365,BASIC,2024-06,107.73,552.86,INR,PAID,0,2024-06-22
BILLDOC509427,BP100366,CA200365,BASIC,2024-07,135.6,566.8,INR,OVERDUE,1,2024-07-22
BILLDOC509428,BP100366,CA200365,BASIC,2024-08,135.34,566.67,INR,OVERDUE,2,2024-08-22
BILLDOC509429,BP100366,CA200365,BASIC,2024-09,99.27,548.64,INR,OPEN,0,2024-09-22
BILLDOC509430,BP100366,CA200365,BASIC,2024-10,103.48,550.74,INR,PAID,0,2024-10-22
BILLDOC509431,BP100366,CA200365,BASIC,2024-11,127.77,562.89,INR,OVERDUE,1,2024-11-22
BILLDOC509432,BP100366,CA200365,BASIC,2024-12,62.48,530.24,INR,PAID,0,2024-12-22
BILLDOC509433,BP100366,CA200365,BASIC,2025-01,91.92,3022.17,INR,PAID,0,2025-01-22
BILLDOC509434,BP100366,CA200365,BASIC,2025-02,133.39,565.69,INR,OPEN,0,2025-02-22
BILLDOC509435,BP100366,CA200365,BASIC,2025-03,124.38,561.19,INR,OPEN,0,2025-03-22
BILLDOC509436,BP100366,CA200365,BASIC,2025-04,109.23,553.62,INR,PAID,0,2025-04-22
BILLDOC509437,BP100366,CA200365,BASIC,2025-05,62.35,530.18,INR,PAID,0,2025-05-22
BILLDOC509438,BP100366,CA200365,BASIC,2025-06,98.75,548.38,INR,PAID,0,2025-06-22
BILLDOC509439,BP100366,CA200365,BASIC,2025-07,85.25,541.63,INR,PAID,0,2025-07-22
BILLDOC509440,BP100366,CA200365,BASIC,2025-08,108.28,553.14,INR,PAID,0,2025-08-22
BILLDOC509441,BP100366,CA200365,BASIC,2025-09,79.77,538.88,INR,PAID,0,2025-09-22
BILLDOC509442,BP100366,CA200365,BASIC,2025-10,74.36,536.18,INR,PAID,0,2025-10-22
BILLDOC509443,BP100366,CA200365,BASIC,2025-11,48.38,523.19,INR,OPEN,0,2025-11-22
BILLDOC509444,BP100366,CA200365,BASIC,2025-12,130.55,564.27,INR,PAID,0,2025-12-22
BILLDOC509445,BP100366,CA200365,BASIC,2026-01,90.01,544.0,INR,PAID,0,2026-01-22
BILLDOC509446,BP100366,CA200365,BASIC,2026-02,103.93,550.96,INR,PAID,0,2026-02-22
BILLDOC509447,BP100366,CA200365,BASIC,2026-03,99.94,548.97,INR,PAID,0,2026-03-22
BILLDOC509448,BP100366,CA200365,BASIC,2026-04,73.31,535.66,INR,PAID,0,2026-04-22
BILLDOC509449,BP100366,CA200365,BASIC,2026-05,68.52,1.23,INR,PAID,0,2026-05-22
BILLDOC509450,BP100366,CA200365,BASIC,2026-06,74.87,536.43,INR,PAID,0,2026-06-22
BILLDOC509451,BP100367,CA200366,ENTERPRISE,2024-05,81.92,10121.88,INR,PAID,0,2024-05-22
BILLDOC509452,BP100367,CA200366,ENTERPRISE,2024-06,109.17,10162.75,INR,PAID,0,2024-06-22
BILLDOC509453,BP100367,CA200366,ENTERPRISE,2024-07,80.11,10119.16,INR,PAID,0,2024-07-22
BILLDOC509454,BP100367,CA200366,ENTERPRISE,2024-08,143.66,10214.49,INR,PAID,0,2024-08-22
BILLDOC509455,BP100367,CA200366,ENTERPRISE,2024-09,125.68,10187.52,INR,PAID,0,2024-09-22
BILLDOC509456,BP100367,CA200366,ENTERPRISE,2024-10,120.21,10179.31,INR,OVERDUE,1,2024-10-22
BILLDOC509457,BP100367,CA200366,ENTERPRISE,2024-11,97.01,10144.51,INR,PAID,0,2024-11-22
BILLDOC509458,BP100367,CA200366,ENTERPRISE,2024-12,137.86,10205.79,INR,PAID,0,2024-12-22
BILLDOC509459,BP100367,CA200366,ENTERPRISE,2025-01,94.55,10140.82,INR,PAID,0,2025-01-22
BILLDOC509460,BP100367,CA200366,ENTERPRISE,2025-02,99.22,10147.83,INR,PAID,0,2025-02-22
BILLDOC509461,BP100367,CA200366,ENTERPRISE,2025-03,104.25,10155.37,INR,OPEN,0,2025-03-22
BILLDOC509462,BP100367,CA200366,ENTERPRISE,2025-04,117.55,10175.32,INR,PAID,0,2025-04-22
BILLDOC509463,BP100367,CA200366,ENTERPRISE,2025-05,115.92,10172.88,INR,OPEN,0,2025-05-22
BILLDOC509464,BP100367,CA200366,ENTERPRISE,2025-06,88.12,10131.18,INR,PAID,0,2025-06-22
BILLDOC509465,BP100367,CA200366,ENTERPRISE,2025-07,86.68,10129.01,INR,PAID,0,2025-07-22
BILLDOC509466,BP100367,CA200366,ENTERPRISE,2025-08,116.0,10173.0,INR,PAID,0,2025-08-22
BILLDOC509467,BP100367,CA200366,ENTERPRISE,2025-09,117.88,53637.7,INR,PAID,0,2025-09-22
BILLDOC509468,BP100367,CA200366,ENTERPRISE,2025-10,90.17,10134.25,INR,OPEN,0,2025-10-22
BILLDOC509469,BP100367,CA200366,ENTERPRISE,2025-11,60.32,10089.48,INR,PAID,0,2025-11-22
BILLDOC509470,BP100367,CA200366,ENTERPRISE,2025-12,94.82,10141.23,INR,PAID,0,2025-12-22
BILLDOC509471,BP100367,CA200366,ENTERPRISE,2026-01,115.59,10172.38,INR,PAID,0,2026-01-22
BILLDOC509472,BP100367,CA200366,ENTERPRISE,2026-02,145.14,10216.7,INR,PAID,0,2026-02-22
BILLDOC509473,BP100367,CA200366,ENTERPRISE,2026-03,70.05,10104.08,INR,PAID,0,2026-03-22
BILLDOC509474,BP100367,CA200366,ENTERPRISE,2026-04,89.34,1.68,INR,OPEN,0,2026-04-22
BILLDOC509475,BP100367,CA200366,ENTERPRISE,2026-05,90.26,10134.4,INR,PAID,0,2026-05-22
